targetPath,candidateCategoryId,candidatePath,similarityScore,semanticMatch,relationCounts,finalDecision,preserveId,reason,reviewerRequired,confidence
"Anne, Bebek ve Çocuk",cms93j5ny002puz3ghofscas0,sifir-urun/sifir-urun-anne-bebek,1.000,true,L:0|P:0|O:0|B:21|A:1|M:0|C:8,RENAME_EXISTING,true,"exact/near main or group node — rename/reuse id cms93j5ny002puz3ghofscas0 → 'Anne, Bebek ve Çocuk'",false,HIGH
"Anne, Bebek ve Çocuk › Bebek Arabası ve Taşıma › Bebek Arabası › Baston Bebek Arabası",cmsg3xi3y00dluzdcfsac7kp9,sifir-urun/sifir-urun-anne-bebek/bebek-arabasi,0.667,false,L:0|P:0|O:0|B:21|A:1|M:0|C:0,CREATE_NEW_CONFIRMED,false,MEDIUM weak/ambiguous — safer to CREATE_NEW under target parent than force merge,false,MEDIUM
"Anne, Bebek ve Çocuk › Bebek Arabası ve Taşıma › Bebek Arabası › İkiz Bebek Arabası",cmsg3xi3y00dluzdcfsac7kp9,sifir-urun/sifir-urun-anne-bebek/bebek-arabasi,0.667,false,L:0|P:0|O:0|B:21|A:1|M:0|C:0,CREATE_NEW_CONFIRMED,false,MEDIUM weak/ambiguous — safer to CREATE_NEW under target parent than force merge,false,MEDIUM
"Anne, Bebek ve Çocuk › Bebek Arabası ve Taşıma › Bebek Arabası › Jogger Bebek Arabası",cmsg3xi3y00dluzdcfsac7kp9,sifir-urun/sifir-urun-anne-bebek/bebek-arabasi,0.667,false,L:0|P:0|O:0|B:21|A:1|M:0|C:0,CREATE_NEW_CONFIRMED,false,MEDIUM weak/ambiguous — safer to CREATE_NEW under target parent than force merge,false,MEDIUM
"Anne, Bebek ve Çocuk › Bebek Odası › Tekstil",cmsg3xi9200ejuzdclerhgbtd,sifir-urun/ev-ve-yasam/ev-dekorasyon-mobilya/ev-dekorasyon/ev-tekstili,0.600,false,L:0|P:0|O:0|B:19|A:2|M:0|C:0,CREATE_NEW_CONFIRMED,false,MEDIUM weak/ambiguous — safer to CREATE_NEW under target parent than force merge,false,MEDIUM
"Anne, Bebek ve Çocuk › Beslenme",cmsg3xi5g00dxuzdc8oboyx8d,sifir-urun/sifir-urun-anne-bebek/emzirme,0.600,true,L:0|P:0|O:0|B:21|A:1|M:0|C:0,SPLIT_EXISTING,false,target 'Beslenme' is a part of compound DB node 'Emzirme & Beslenme' — split; do not create orphan duplicate without split plan,true,MEDIUM
"Anne, Bebek ve Çocuk › Beslenme › Emzirme",cmsg3xi5g00dxuzdc8oboyx8d,sifir-urun/sifir-urun-anne-bebek/emzirme,0.600,true,L:0|P:0|O:0|B:21|A:1|M:0|C:0,SPLIT_EXISTING,false,target 'Emzirme' is a part of compound DB node 'Emzirme & Beslenme' — split; do not create orphan duplicate without split plan,true,MEDIUM
"Anne, Bebek ve Çocuk › Bakım ve Güvenlik › Bakım",cms93j5nq002nuz3g1h9mrras,sifir-urun/sifir-urun-kisisel-bakim,0.600,false,L:0|P:0|O:0|B:30|A:1|M:0|C:7,CREATE_NEW_CONFIRMED,false,MEDIUM weak/ambiguous — safer to CREATE_NEW under target parent than force merge,false,MEDIUM
"Anne, Bebek ve Çocuk › Bakım ve Güvenlik › Güvenlik",cmsg3xhch0097uzdcjbgb4iw3,sifir-urun/sifir-urun-teknik-elektronik/guvenlik-kamera,0.600,false,L:0|P:0|O:0|B:10|A:1|M:0|C:0,CREATE_NEW_CONFIRMED,false,name similarity across different taxonomy branches — create under target parent,false,MEDIUM
"Anne, Bebek ve Çocuk › Bakım ve Güvenlik › Güvenlik › Telsiz",cmsg3xhcq0099uzdcuueznmxr,sifir-urun/sifir-urun-teknik-elektronik/telsiz-haberlesme,0.600,false,L:0|P:0|O:0|B:10|A:1|M:0|C:0,CREATE_NEW_CONFIRMED,false,name similarity across different taxonomy branches — create under target parent,false,MEDIUM
"Anne, Bebek ve Çocuk › Çocuk Giyim › Kız Çocuk › Pantolon",cmsg3xhhu00abuzdcpst0lb76,sifir-urun/moda/giyim-aksesuar/giyim-aksesuar/alt-giyim,0.600,false,L:0|P:0|O:0|B:26|A:8|M:0|C:0,CREATE_NEW_CONFIRMED,false,name similarity across different taxonomy branches — create under target parent,false,MEDIUM
"Anne, Bebek ve Çocuk › Çocuk Giyim › Kız Çocuk › Etek",cmsg3xhhu00abuzdcpst0lb76,sifir-urun/moda/giyim-aksesuar/giyim-aksesuar/alt-giyim,0.600,false,L:0|P:0|O:0|B:26|A:8|M:0|C:0,CREATE_NEW_CONFIRMED,false,name similarity across different taxonomy branches — create under target parent,false,MEDIUM
"Anne, Bebek ve Çocuk › Çocuk Giyim › Kız Çocuk › Mont",cmsg3xhhc00a9uzdc398gz2xm,sifir-urun/moda/giyim-aksesuar/giyim-aksesuar/ust-giyim,0.600,false,L:0|P:0|O:0|B:26|A:8|M:0|C:0,CREATE_NEW_CONFIRMED,false,name similarity across different taxonomy branches — create under target parent,false,MEDIUM
"Anne, Bebek ve Çocuk › Çocuk Giyim › Kız Çocuk › Pijama",cmsg3xhil00ahuzdcjltxgunu,sifir-urun/moda/giyim-aksesuar/giyim-aksesuar/ic-giyim,0.600,false,L:0|P:0|O:0|B:26|A:8|M:0|C:0,CREATE_NEW_CONFIRMED,false,name similarity across different taxonomy branches — create under target parent,false,MEDIUM
"Anne, Bebek ve Çocuk › Çocuk Giyim › Kız Çocuk › İç Giyim",cmsg3xhil00ahuzdcjltxgunu,sifir-urun/moda/giyim-aksesuar/giyim-aksesuar/ic-giyim,0.600,false,L:0|P:0|O:0|B:26|A:8|M:0|C:0,CREATE_NEW_CONFIRMED,false,name similarity across different taxonomy branches — create under target parent,false,MEDIUM
"Anne, Bebek ve Çocuk › Çocuk Giyim › Erkek Çocuk › Pantolon",cmsg3xhhu00abuzdcpst0lb76,sifir-urun/moda/giyim-aksesuar/giyim-aksesuar/alt-giyim,0.600,false,L:0|P:0|O:0|B:26|A:8|M:0|C:0,CREATE_NEW_CONFIRMED,false,name similarity across different taxonomy branches — create under target parent,false,MEDIUM
"Anne, Bebek ve Çocuk › Çocuk Giyim › Erkek Çocuk › Şort",cmsg4wpah002luzxwa5vgezra,sifir-urun/moda/erkek/tisort,0.600,false,L:0|P:0|O:0|B:26|A:8|M:0|C:0,CREATE_NEW_CONFIRMED,false,name similarity across different taxonomy branches — create under target parent,false,MEDIUM
"Anne, Bebek ve Çocuk › Çocuk Giyim › Erkek Çocuk › Mont",cmsg3xhhc00a9uzdc398gz2xm,sifir-urun/moda/giyim-aksesuar/giyim-aksesuar/ust-giyim,0.600,false,L:0|P:0|O:0|B:26|A:8|M:0|C:0,CREATE_NEW_CONFIRMED,false,name similarity across different taxonomy branches — create under target parent,false,MEDIUM
"Anne, Bebek ve Çocuk › Çocuk Giyim › Erkek Çocuk › Pijama",cmsg3xhil00ahuzdcjltxgunu,sifir-urun/moda/giyim-aksesuar/giyim-aksesuar/ic-giyim,0.600,false,L:0|P:0|O:0|B:26|A:8|M:0|C:0,CREATE_NEW_CONFIRMED,false,name similarity across different taxonomy branches — create under target parent,false,MEDIUM
"Anne, Bebek ve Çocuk › Çocuk Giyim › Erkek Çocuk › İç Giyim",cmsg3xhil00ahuzdcjltxgunu,sifir-urun/moda/giyim-aksesuar/giyim-aksesuar/ic-giyim,0.600,false,L:0|P:0|O:0|B:26|A:8|M:0|C:0,CREATE_NEW_CONFIRMED,false,name similarity across different taxonomy branches — create under target parent,false,MEDIUM
"Anne, Bebek ve Çocuk › Oyuncak",cmsg3xi5700dvuzdc3a9u7zee,sifir-urun/sifir-urun-anne-bebek/oyuncak-bebek,0.600,false,L:0|P:0|O:0|B:21|A:1|M:0|C:0,CREATE_NEW_CONFIRMED,false,MEDIUM weak/ambiguous — safer to CREATE_NEW under target parent than force merge,false,MEDIUM
Kozmetik ve Kişisel Bakım,cms93j5nq002nuz3g1h9mrras,sifir-urun/sifir-urun-kisisel-bakim,1.000,true,L:0|P:0|O:0|B:30|A:1|M:0|C:7,RENAME_EXISTING,true,ana kategori rename — preserve id,false,EXACT
Kozmetik ve Kişisel Bakım › Saç Bakımı › Saç Şekillendirme Cihazları › Saç Kurutma Makinesi,cmsg3xgu60055uzdc4mielfdh,sifir-urun/ev-aletleri/beyaz-esya/beyaz-esya/kurutma-makinesi,0.667,false,L:0|P:0|O:0|B:29|A:8|M:0|C:0,CREATE_NEW_CONFIRMED,false,name similarity across different taxonomy branches — create under target parent,false,MEDIUM
Kozmetik ve Kişisel Bakım › Kişisel Bakım Cihazları › Tıraş,cmsg3xhzf00czuzdcqmfrn5tv,sifir-urun/sifir-urun-kisisel-bakim/tiras-epilasyon,0.600,true,L:0|P:0|O:0|B:30|A:1|M:0|C:0,SPLIT_EXISTING,false,target 'Tıraş' is a part of compound DB node 'Tıraş & Epilasyon' — split; do not create orphan duplicate without split plan,true,MEDIUM
Kozmetik ve Kişisel Bakım › Kişisel Bakım Cihazları › Epilasyon,cmsg3xhzf00czuzdcqmfrn5tv,sifir-urun/sifir-urun-kisisel-bakim/tiras-epilasyon,0.600,true,L:0|P:0|O:0|B:30|A:1|M:0|C:0,SPLIT_EXISTING,false,target 'Epilasyon' is a part of compound DB node 'Tıraş & Epilasyon' — split; do not create orphan duplicate without split plan,true,MEDIUM
Spor ve Outdoor › Fitness,cmsg3xiii00gjuzdc154c9rvm,sifir-urun/spor-outdoor/spor-urunleri/spor-outdoor/fitness,0.600,true,L:0|P:0|O:0|B:25|A:1|M:0|C:0,SPLIT_EXISTING,false,target 'Fitness' is a part of compound DB node 'Fitness & Kondisyon' — split; do not create orphan duplicate without split plan,true,MEDIUM
Spor ve Outdoor › Outdoor ve Kamp,cmsg3xij600gnuzdc31ls39f2,sifir-urun/spor-outdoor/spor-urunleri/spor-outdoor/kamp-outdoor,1.000,true,L:0|P:0|O:0|B:25|A:1|M:0|C:0,RENAME_EXISTING,true,exact/near main or group node — rename/reuse id cmsg3xij600gnuzdc31ls39f2 → 'Spor ve Outdoor › Outdoor ve Kamp',false,HIGH
Spor ve Outdoor › Outdoor ve Kamp › Kamp,cmsg3xij600gnuzdc31ls39f2,sifir-urun/spor-outdoor/spor-urunleri/spor-outdoor/kamp-outdoor,0.600,true,L:0|P:0|O:0|B:25|A:1|M:0|C:0,SPLIT_EXISTING,false,target 'Kamp' is a part of compound DB node 'Kamp & Outdoor' — split; do not create orphan duplicate without split plan,true,MEDIUM
Hobi ve Oyun,cms93j5or002xuz3gee4atdma,sifir-urun/sifir-urun-hobi-oyuncak,1.000,true,L:1|P:0|O:0|B:16|A:1|M:0|C:8,RENAME_EXISTING,true,ana kategori rename — preserve id,false,EXACT
Hobi ve Oyun › Müzik Aletleri › Müzik Aksesuarları › Amfi,cmsg3xivr00jduzdcpr0k8nwz,sifir-urun/sifir-urun-muzik/ampli-efekt,0.600,false,L:0|P:0|O:0|B:13|A:1|M:0|C:0,CREATE_NEW_CONFIRMED,false,name similarity across different taxonomy branches — create under target parent,false,MEDIUM
Hobi ve Oyun › Müzik Aletleri › Müzik Aksesuarları › Kılıf,cmsg3xg250015uzdcac1tp3f4,sifir-urun/elektronik/telefon-ve-aksesuar/cep-telefonu/kilif-aksesuar,0.600,false,L:0|P:0|O:0|B:30|A:7|M:0|C:0,CREATE_NEW_CONFIRMED,false,name similarity across different taxonomy branches — create under target parent,false,MEDIUM
Hobi ve Oyun › Oyun ve Eğlence › Koleksiyon,cms93j5pn0035uz3guja0tfco,sifir-urun/sifir-urun-antika-koleksiyon,0.600,true,L:0|P:0|O:0|B:1|A:1|M:0|C:6,SPLIT_EXISTING,false,target 'Koleksiyon' is a part of compound DB node 'Antika & Koleksiyon' — split; do not create orphan duplicate without split plan,true,MEDIUM
Hobi ve Oyun › Oyun ve Eğlence › Koleksiyon › Figür,cmsg3xint00hpuzdc2gnpn0a9,sifir-urun/sifir-urun-hobi-oyuncak/koleksiyon-figur,0.600,true,L:0|P:0|O:0|B:16|A:1|M:0|C:0,SPLIT_EXISTING,false,target 'Figür' is a part of compound DB node 'Figür & Koleksiyon' — split; do not create orphan duplicate without split plan,true,MEDIUM
"Kitap, Kırtasiye ve Ofis",cms93j5pg0033uz3gj3ie66g7,sifir-urun/sifir-urun-ofis-kirtasiye,1.000,true,L:1|P:0|O:0|B:13|A:1|M:0|C:4,RENAME_EXISTING,true,ana kategori rename — preserve id,false,EXACT
"Kitap, Kırtasiye ve Ofis › Kitap › Eğitim › Ders Kitabı",cmsg3xiqu00iduzdceexrp97a,sifir-urun/sifir-urun-kitap-dergi-film/ders-kitabi,0.600,true,L:0|P:0|O:0|B:9|A:1|M:0|C:0,SPLIT_EXISTING,false,target 'Ders Kitabı' is a part of compound DB node 'Ders Kitabı & Sınav' — split; do not create orphan duplicate without split plan,true,MEDIUM
"Kitap, Kırtasiye ve Ofis › Kitap › Hobi ve Yaşam › Sanat",cmsg3xj1800khuzdcn4i0n43y,sifir-urun/sifir-urun-antika-koleksiyon/sanat-eseri,0.600,true,L:0|P:0|O:0|B:1|A:1|M:0|C:0,SPLIT_EXISTING,false,target 'Sanat' is a part of compound DB node 'Tablo & Sanat' — split; do not create orphan duplicate without split plan,true,MEDIUM
"Kitap, Kırtasiye ve Ofis › Ofis",cms93j5pg0033uz3gj3ie66g7,sifir-urun/sifir-urun-ofis-kirtasiye,0.600,true,L:1|P:0|O:0|B:13|A:1|M:0|C:4,SPLIT_EXISTING,false,target 'Ofis' is a part of compound DB node 'Ofis & Kırtasiye' — split; do not create orphan duplicate without split plan,true,MEDIUM
"Kitap, Kırtasiye ve Ofis › Ofis › Ofis Makineleri",cmsdkecae003huzyc6uys6m47,sifir-urun/sifir-urun-is-makinesi,0.600,false,L:0|P:0|O:0|B:9|A:1|M:0|C:13,CREATE_NEW_CONFIRMED,false,MEDIUM weak/ambiguous — safer to CREATE_NEW under target parent than force merge,false,MEDIUM
"Kitap, Kırtasiye ve Ofis › Ofis › Ofis Makineleri › Yazıcı",cmsg3xgfp002puzdcg7jmoiov,sifir-urun/elektronik/bilgisayar-ve-tablet/bilgisayar/yazici-tarayici,1.000,false,L:0|P:0|O:0|B:24|A:5|M:0|C:0,CREATE_NEW_CONFIRMED,false,name similarity across different taxonomy branches — create under target parent,false,EXACT
"Kitap, Kırtasiye ve Ofis › Ofis › Ofis Sarf › Toner",cmsg3xixx00jtuzdcpyc3m3p4,sifir-urun/sifir-urun-ofis-kirtasiye/yazici-malzeme,0.600,true,L:0|P:0|O:0|B:13|A:1|M:0|C:0,SPLIT_EXISTING,false,target 'Toner' is a part of compound DB node 'Toner & Kartuş' — split; do not create orphan duplicate without split plan,true,MEDIUM
"Kitap, Kırtasiye ve Ofis › Ofis › Ofis Sarf › Kartuş",cmsg3xixx00jtuzdcpyc3m3p4,sifir-urun/sifir-urun-ofis-kirtasiye/yazici-malzeme,0.600,true,L:0|P:0|O:0|B:13|A:1|M:0|C:0,SPLIT_EXISTING,false,target 'Kartuş' is a part of compound DB node 'Toner & Kartuş' — split; do not create orphan duplicate without split plan,true,MEDIUM
"Kitap, Kırtasiye ve Ofis › Ofis › Ofis Sarf › Dosya",cmsg3xiy400jvuzdcxktlvgtr,sifir-urun/sifir-urun-ofis-kirtasiye/organizasyon,0.600,false,L:0|P:0|O:0|B:13|A:1|M:0|C:0,CREATE_NEW_CONFIRMED,false,MEDIUM weak/ambiguous — safer to CREATE_NEW under target parent than force merge,false,MEDIUM
Pet Shop › Kedi,cmsg3xj3j00kzuzdcbkeavz0e,sifir-urun/sifir-urun-pet-shop/kedi,0.600,false,L:0|P:0|O:0|B:12|A:1|M:0|C:0,CREATE_NEW_CONFIRMED,false,MEDIUM weak/ambiguous — safer to CREATE_NEW under target parent than force merge,false,MEDIUM
Pet Shop › Kedi › Beslenme,cmsg3xi5g00dxuzdc8oboyx8d,sifir-urun/sifir-urun-anne-bebek/emzirme,0.600,true,L:0|P:0|O:0|B:21|A:1|M:0|C:0,SPLIT_EXISTING,false,target 'Beslenme' is a part of compound DB node 'Emzirme & Beslenme' — split; do not create orphan duplicate without split plan,true,MEDIUM
Pet Shop › Kedi › Bakım,cms93j5nq002nuz3g1h9mrras,sifir-urun/sifir-urun-kisisel-bakim,0.600,false,L:0|P:0|O:0|B:30|A:1|M:0|C:7,CREATE_NEW_CONFIRMED,false,MEDIUM weak/ambiguous — safer to CREATE_NEW under target parent than force merge,false,MEDIUM
Pet Shop › Kedi › Aksesuar,cmsg3xg2e0017uzdcsodciep8,sifir-urun/elektronik/telefon-ve-aksesuar/cep-telefonu/diger-aksesuar,0.600,false,L:0|P:0|O:0|B:30|A:7|M:0|C:0,CREATE_NEW_CONFIRMED,false,name similarity across different taxonomy branches — create under target parent,false,MEDIUM
Pet Shop › Kedi › Aksesuar › Oyuncak,cmsg3xi5700dvuzdc3a9u7zee,sifir-urun/sifir-urun-anne-bebek/oyuncak-bebek,0.600,false,L:0|P:0|O:0|B:21|A:1|M:0|C:0,CREATE_NEW_CONFIRMED,false,MEDIUM weak/ambiguous — safer to CREATE_NEW under target parent than force merge,false,MEDIUM
Pet Shop › Köpek,cmsg3xj3d00kxuzdcrmf1hgay,sifir-urun/sifir-urun-pet-shop/kopek,0.600,false,L:0|P:0|O:0|B:12|A:1|M:0|C:0,CREATE_NEW_CONFIRMED,false,MEDIUM weak/ambiguous — safer to CREATE_NEW under target parent than force merge,false,MEDIUM
Pet Shop › Köpek › Beslenme,cmsg3xi5g00dxuzdc8oboyx8d,sifir-urun/sifir-urun-anne-bebek/emzirme,0.600,true,L:0|P:0|O:0|B:21|A:1|M:0|C:0,SPLIT_EXISTING,false,target 'Beslenme' is a part of compound DB node 'Emzirme & Beslenme' — split; do not create orphan duplicate without split plan,true,MEDIUM
Pet Shop › Köpek › Bakım,cms93j5nq002nuz3g1h9mrras,sifir-urun/sifir-urun-kisisel-bakim,0.600,false,L:0|P:0|O:0|B:30|A:1|M:0|C:7,CREATE_NEW_CONFIRMED,false,MEDIUM weak/ambiguous — safer to CREATE_NEW under target parent than force merge,false,MEDIUM
Pet Shop › Köpek › Aksesuar,cmsg3xg2e0017uzdcsodciep8,sifir-urun/elektronik/telefon-ve-aksesuar/cep-telefonu/diger-aksesuar,0.600,false,L:0|P:0|O:0|B:30|A:7|M:0|C:0,CREATE_NEW_CONFIRMED,false,name similarity across different taxonomy branches — create under target parent,false,MEDIUM
Pet Shop › Köpek › Aksesuar › Oyuncak,cmsg3xi5700dvuzdc3a9u7zee,sifir-urun/sifir-urun-anne-bebek/oyuncak-bebek,0.600,false,L:0|P:0|O:0|B:21|A:1|M:0|C:0,CREATE_NEW_CONFIRMED,false,MEDIUM weak/ambiguous — safer to CREATE_NEW under target parent than force merge,false,MEDIUM
Pet Shop › Kuş ve Kemirgen › Kuş › Oyuncak,cmsg3xi5700dvuzdc3a9u7zee,sifir-urun/sifir-urun-anne-bebek/oyuncak-bebek,0.600,false,L:0|P:0|O:0|B:21|A:1|M:0|C:0,CREATE_NEW_CONFIRMED,false,MEDIUM weak/ambiguous — safer to CREATE_NEW under target parent than force merge,false,MEDIUM
Pet Shop › Kuş ve Kemirgen › Kemirgen,cmsg3xj4a00l5uzdc2q0etaor,sifir-urun/sifir-urun-pet-shop/kemirgen,0.600,true,L:0|P:0|O:0|B:12|A:1|M:0|C:0,SPLIT_EXISTING,false,target 'Kemirgen' is a part of compound DB node 'Kemirgen & Diğer' — split; do not create orphan duplicate without split plan,true,MEDIUM
Pet Shop › Kuş ve Kemirgen › Kemirgen › Oyuncak,cmsg3xi5700dvuzdc3a9u7zee,sifir-urun/sifir-urun-anne-bebek/oyuncak-bebek,0.600,false,L:0|P:0|O:0|B:21|A:1|M:0|C:0,CREATE_NEW_CONFIRMED,false,MEDIUM weak/ambiguous — safer to CREATE_NEW under target parent than force merge,false,MEDIUM
Pet Shop › Akvaryum › Akvaryum Ürünleri › Filtre,cmsg4wpgo003fuzxwa61q0p1g,sifir-urun/mutfak-ve-sofra/su-aritma/filtreli-surahi,0.600,false,L:0|P:0|O:0|B:10|A:9|M:0|C:0,CREATE_NEW_CONFIRMED,false,name similarity across different taxonomy branches — create under target parent,false,MEDIUM
Pet Shop › Akvaryum › Akvaryum Ürünleri › Isıtıcı,cmsg3xh54007juzdcu4xw1fg8,sifir-urun/sifir-urun-ev-elektronigi/isiticilar,0.600,true,L:0|P:0|O:0|B:7|A:1|M:0|C:0,SPLIT_EXISTING,false,target 'Isıtıcı' is a part of compound DB node 'Isıtıcı & Fan' — split; do not create orphan duplicate without split plan,true,MEDIUM
Pet Shop › Akvaryum › Akvaryum Ürünleri › Dekor,cmsg3xi9k00enuzdc5ikopwip,sifir-urun/ev-ve-yasam/ev-dekorasyon-mobilya/ev-dekorasyon/dekoratif,0.600,false,L:0|P:0|O:0|B:19|A:2|M:0|C:0,CREATE_NEW_CONFIRMED,false,MEDIUM weak/ambiguous — safer to CREATE_NEW under target parent than force merge,false,MEDIUM
Otomotiv Aksesuar › Araç İçi › Elektronik › Araç Şarj Cihazı,cmsg3xg3m001huzdc7fdghxgl,sifir-urun/elektronik/telefon-ve-aksesuar/cep-telefonu/sarj-cihazi,0.667,false,L:0|P:0|O:0|B:30|A:7|M:0|C:0,CREATE_NEW_CONFIRMED,false,name similarity across different taxonomy branches — create under target parent,false,MEDIUM
Otomotiv Aksesuar › Bakım ve Temizlik › Bakım,cms93j5nq002nuz3g1h9mrras,sifir-urun/sifir-urun-kisisel-bakim,0.600,false,L:0|P:0|O:0|B:30|A:1|M:0|C:7,CREATE_NEW_CONFIRMED,false,MEDIUM weak/ambiguous — safer to CREATE_NEW under target parent than force merge,false,MEDIUM
Otomotiv Aksesuar › Bakım ve Temizlik › Bakım › Akü Şarj Cihazı,cmsg3xg3m001huzdc7fdghxgl,sifir-urun/elektronik/telefon-ve-aksesuar/cep-telefonu/sarj-cihazi,0.667,false,L:0|P:0|O:0|B:30|A:7|M:0|C:0,CREATE_NEW_CONFIRMED,false,name similarity across different taxonomy branches — create under target parent,false,MEDIUM
Otomotiv Aksesuar › Yedek Parça ve Ekipman › Temel Parça › Filtre,cmsg4wpgo003fuzxwa61q0p1g,sifir-urun/mutfak-ve-sofra/su-aritma/filtreli-surahi,0.600,false,L:0|P:0|O:0|B:10|A:9|M:0|C:0,CREATE_NEW_CONFIRMED,false,name similarity across different taxonomy branches — create under target parent,false,MEDIUM
Otomotiv Aksesuar › Motosiklet Aksesuar › Motosiklet Parça › Ayna,cmsg3xkgr00o7uzdc3jarsh2c,sifir-urun/sifir-urun-sanayi-makinesi/pres-kaynak,0.600,false,L:0|P:0|O:0|B:6|A:1|M:0|C:0,CREATE_NEW_CONFIRMED,false,MEDIUM weak/ambiguous — safer to CREATE_NEW under target parent than force merge,false,MEDIUM
Bahçe ve Yapı,cms93j5oc002tuz3gqj1lq1rr,sifir-urun/sifir-urun-bahce-yapi-market,1.000,true,L:0|P:0|O:0|B:20|A:1|M:0|C:9,RENAME_EXISTING,true,ana kategori rename — preserve id,false,EXACT
Bahçe ve Yapı › Bahçe,cms93j5oc002tuz3gqj1lq1rr,sifir-urun/sifir-urun-bahce-yapi-market,0.600,true,L:0|P:0|O:0|B:20|A:1|M:0|C:9,SPLIT_EXISTING,false,target 'Bahçe' is a part of compound DB node 'Bahçe & Yapı Market' — split; do not create orphan duplicate without split plan,true,MEDIUM
Bahçe ve Yapı › Yapı Market › Elektrik,cmsg3xieu00fruzdc4gz0bgd9,sifir-urun/sifir-urun-bahce-yapi-market/elektrikli-el-aleti,0.600,false,L:0|P:0|O:0|B:20|A:1|M:0|C:0,CREATE_NEW_CONFIRMED,false,MEDIUM weak/ambiguous — safer to CREATE_NEW under target parent than force merge,false,MEDIUM
Bahçe ve Yapı › Yapı Market › Elektrik › Kablo,cmsg3xg3w001juzdc5c71p9y9,sifir-urun/elektronik/telefon-ve-aksesuar/cep-telefonu/sarj-kablosu,0.600,false,L:0|P:0|O:0|B:30|A:7|M:0|C:0,CREATE_NEW_CONFIRMED,false,name similarity across different taxonomy branches — create under target parent,false,MEDIUM
Bahçe ve Yapı › Yapı Market › Tesisat,cmsg3xif800fvuzdcsqbt481c,sifir-urun/sifir-urun-bahce-yapi-market/tesisat,0.600,false,L:0|P:0|O:0|B:20|A:1|M:0|C:0,CREATE_NEW_CONFIRMED,false,MEDIUM weak/ambiguous — safer to CREATE_NEW under target parent than force merge,false,MEDIUM
Bahçe ve Yapı › Yapı Market › Tesisat › Musluk,cmsg4wph1003juzxwgy2nhwi3,sifir-urun/mutfak-ve-sofra/su-aritma/musluk-filtresi,0.600,false,L:0|P:0|O:0|B:1|A:0|M:0|C:0,CREATE_NEW_CONFIRMED,false,name similarity across different taxonomy branches — create under target parent,false,MEDIUM
Bahçe ve Yapı › Yapı Market › Tesisat › Sifon,cmsg3xgv7005duzdc7yd6gsvx,sifir-urun/ev-aletleri/beyaz-esya/beyaz-esya/kombi-termosifon,0.600,false,L:0|P:0|O:0|B:29|A:8|M:0|C:0,CREATE_NEW_CONFIRMED,false,name similarity across different taxonomy branches — create under target parent,false,MEDIUM
Endüstriyel ve Ticari Ürünler,cmsdkecae003huzyc6uys6m47,sifir-urun/sifir-urun-is-makinesi,1.000,true,L:0|P:0|O:0|B:9|A:1|M:0|C:13,RENAME_EXISTING,true,ana kategori rename — preserve id,false,EXACT
Endüstriyel ve Ticari Ürünler › Endüstriyel Makineler › Üretim Makineleri › Torna,cmsg3xkfc00o5uzdc6k9i53vv,sifir-urun/sifir-urun-sanayi-makinesi/torna-freze,0.600,false,L:0|P:0|O:0|B:6|A:1|M:0|C:0,CREATE_NEW_CONFIRMED,false,MEDIUM weak/ambiguous — safer to CREATE_NEW under target parent than force merge,false,MEDIUM
Endüstriyel ve Ticari Ürünler › Endüstriyel Makineler › Üretim Makineleri › Freze,cmsg3xkfc00o5uzdc6k9i53vv,sifir-urun/sifir-urun-sanayi-makinesi/torna-freze,0.600,false,L:0|P:0|O:0|B:6|A:1|M:0|C:0,CREATE_NEW_CONFIRMED,false,MEDIUM weak/ambiguous — safer to CREATE_NEW under target parent than force merge,false,MEDIUM
Endüstriyel ve Ticari Ürünler › Endüstriyel Makineler › Üretim Makineleri › Pres,cmsg3xkgr00o7uzdc3jarsh2c,sifir-urun/sifir-urun-sanayi-makinesi/pres-kaynak,0.600,true,L:0|P:0|O:0|B:6|A:1|M:0|C:0,SPLIT_EXISTING,false,target 'Pres' is a part of compound DB node 'Pres & Kaynak' — split; do not create orphan duplicate without split plan,true,MEDIUM
